Numero sentiero tratta;Competenza;Denominazione;Difficoltà;Località inizio;Località fine;Quota inizio;Quota fine;Quota minima;Quota massima;Lunghezza plaminetrica;Lunghezza inclinata;Tempo andata;Tempo ritorno;Gruppo montagne interessate;Comuni toccati,miovalore,cancellato
O211B;"RIF. VAL D'AMOLA ""GIOVANNI SEGANTINI""";"SENTIERO ""MICHELE MATTASOGLIO""";E;PONTE SUL SARCA D'AMOLA  (b.211);"RIFUGIO ""GIOVANNI SEGANTINI"" (b.211-216-219)";2000;2373;2000;2373;2800;2830;01:10;00:50;PRESANELLA / Presena - Presanella - Scarpacò;Giustino,17,0
O212;"RIF. MANDRON ""CITTA' DI TRENTO""";SENTIERO DEL MANDRON;E;"RIFUGIO ""ADAMELLO COLLINI"" - Bedole (b.241)";RIFUGIO MANDRON (b.209-236);1641;2442;1641;2442;4800;4890;02:20;01:30;PRESANELLA / Presena - Presanella - Scarpacò;Spiazzo,10,0
O213;"RIF. CARÈ ALTO ""DANTE ONGARI""";;EE;PIAN DELLA SEGA - in Val Borzago;"RIF. CARE' ALTO ""D. ONGARI"" (b.213A-215-222)";1250;2450;1250;2450;5200;5360;03:30;02:20;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Pelugo,18,0
O213A;SEZ. SAT CARÈ ALTO;;EE;"pr. RIF. CARE' ALTO ""ONGARI"" (b.213-215-222)";BOCCHETTA DEL CANNONE;2449;2827;2449;2827;1050;1120;01:20;00:45;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Pelugo,20,0
O214;SEZ. SAT PINZOLO - ALTA RENDENA;SENTIERO DELLA VAL DI LARES;E;PIAN DI GENOVA - Malga Genova;LAGO DI LARES;1115;2655;1115;2655;7700;7890;05:00;03:30;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Massimeno,19,0
O215;"SEZ. SAT VAL GENOVA, RIF. CARÈ ALTO ""DANTE ONGARI""";;EE;PONTE SUL SARCA ALLA SCALA DI BO';"RIF. CARE' ALTO ""D. ONGARI"" (b.213-213A-222)";1046;2450;0;2550;12190;12350;06:30;05:20;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Spiazzo, Pelugo,15,0
O215B;SEZ. SAT CARÈ ALTO;SENTIERO DI NISCLI;EE;PONTE ZUCAL (b.213);PASSO ALTAR (b.215);1638;2385;1638;2385;2200;2340;02:30;02:00;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Pelugo,16,0
O216;"SEZ. SAT ALTA VAL DI SOLE, SEZ. SAT PINZOLO - ALTA RENDENA, RIF. VAL D'AMOLA ""GIOVANNI SEGANTINI""";;EE;RISTORANTE VALPIANA - privato;"RIFUGIO ""GIOVANNI SEGANTINI"" (b.211-211B-219)";1221;2373;1221;2617;14800;15090;07:10;06:10;PRESANELLA / Giner - Nambino - Serodoli;Ossana, Carisolo, Giustino,17,0
O216A;SEZ. SAT ALTA VAL DI SOLE;;EE;LAGO VENEZIA (b.216);BIVACCO JACK CANALI - CAI di Canzo;2046;2480;2046;2480;1200;1280;01:30;01:00;PRESANELLA / Giner - Nambino - Serodoli;Ossana,17,0
O216B;SEZ. SAT ALTA VAL DI SOLE;;E;BAITO DI BON - ruderi (b.216);BAITO CALDURA;1686;2156;1686;2156;1600;1670;01:20;01:00;PRESANELLA / Giner - Nambino - Serodoli;Ossana,13,0
O217;SEZ. SAT PINZOLO - ALTA RENDENA;SENTIERO DI VAL NAMBRONE;E;MADONNA DI CAMPIGLIO - piazza Righi;PONTE VAL NAMBRONE;1525;1381;1381;2460;11500;11780;06:15;06:00;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo,18,0
O218;SEZ. SAT CARÈ ALTO;;EE;VAL NISCLI (b.215);pr. PASSO DEI POZZONI (b.218A);2480;2800;2480;2800;940;1000;01:10;00:45;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Pelugo,20,0
O218A;SEZ. SAT CARÈ ALTO;;EEA;VAL NISCLI (b.215);pr. PASSO DEI POZZONI (b.218);2550;2800;2550;2870;1920;1980;01:30;01:10;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Pelugo,18,0
O219;"RIF. VAL D'AMOLA ""GIOVANNI SEGANTINI"", SEZ. SAT PINZOLO - ALTA RENDENA";VIA FERRATA DEL PASSO DEI QUATTRO CANTONI - VF - EEA-F;EEA;"RIF. ""SEGANTINI"" (b.211-211B-216)";"BIVACCO PRESANELLA ""VITTORIO ROBERTI""(b.210)";2373;2204;2204;2780;5100;5210;02:30;02:40;PRESANELLA / Presena - Presanella - Scarpacò;Giustino,13,0
O220;"RIF. MANDRON ""CITTA' DI TRENTO""";"VIA FERRATA ""ADOLFO MIGOTTI"" VF - EEA-PD";EEA;I CROZZETTI (b.212);PASSO CERCEN;2253;3022;2109;3022;6000;6170;04:20;03:15;PRESANELLA / Presena - Presanella - Scarpacò;Spiazzo, Strembo,19,0
O221;SEZ. SAT VAL GENOVA;;EE;CADERZONE;MALGA GERMENEGA DI MEZZO (b.244);720;1869;720;2184;10400;10630;05:30;04:30;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Carisolo,20,0
O222;"RIF. VAL DI FUMO, RIF. CARÈ ALTO ""DANTE ONGARI""";;EE;pr.MALGA VAL DI FUMO(b.240-245-248);"RIF. CARE' ALTO ""D. ONGARI"" (b.213-213A-215)";1891;2450;1891;2854;8560;8770;04:20;03:40;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Daone, Pelugo, Villa Rendena,16,0
O223;SEZ. SAT BONDO - BREGUZZO, SEZ. SAT DAONE;;EE;PONTE PIANONE - Val di Breguzzo;MALGA DI BREGUZZO (b.240);1231;1826;0;2765;14650;14940;08:15;07:50;ADAMELLO / Monte Corona - Cop di Breguzzo;Breguzzo, Daone,18,0
O223A;SEZ. SAT BONDO - BREGUZZO;;EE;PIAN DI REDONT (b.223);VAL DEL VESCOVO (b.223);1970;2170;0;2170;1100;1120;00:50;00:40;ADAMELLO / Monte Corona - Cop di Breguzzo;Breguzzo,13,0
O224;SEZ. SAT CARÈ ALTO;;E;PIAN DEL FORNO - Val San Valentino;VAL DOSSON ALTA (b.222);1341;2630;1341;2630;6200;6370;04:00;03:00;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Villa Rendena,16,0
O225;SEZ. SAT TIONE;"VIA FERRATA ""GIOVAN BATTISTA COVA"" VF - EEA-PD";EEA-PD;TIONE  - Gala;VALLETTA ALTA (b.224-248);607;2100;607;2442;16330;16650;07:40;06:30;ADAMELLO / Monte Corona - Cop di Breguzzo;Tione di Trento,19,0
O225A;SEZ. SAT TIONE;;E;pr. MALGA CENGLEDINO (b.225-235-235A);pr. BAITO FONTANA D. LASTE (b.225);1681;1899;1681;1899;3000;3030;01:40;01:30;ADAMELLO / Monte Corona - Cop di Breguzzo;Tione di Trento,18,0
O225B;SEZ. SAT TIONE;SENTIERO DEI SIORI;T;TIONE - Cantes;pr. MALGA CENGLEDINO (b.235);590;1680;0;1680;9100;9280;03:50;03:00;ADAMELLO / Monte Corona - Cop di Breguzzo;Tione di Trento,10,0
O225C;SEZ. SAT TIONE;;E;CALCHERA (b.225);pr. ZELLER (b.225);720;1370;720;1370;3720;3810;02:00;01:30;ADAMELLO / Monte Corona - Cop di Breguzzo;Tione di Trento,19,0
O226;SEZ. SAT PINZOLO - ALTA RENDENA;;E;RIFUGIO PRADALAGO - Viviani (b.265);SERODOLI (b.203);2082;2404;2082;2404;4300;4350;02:00;01:45;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo,19,0
O226B;SEZ. SAT PINZOLO - ALTA RENDENA, SEZ. SAT DIMARO;;E;VERSANTE SO PASSO DEI TRE LAGHI (b.226);BOCCHETTA DEI TRE LAGHI (b.267-267A);2340;2378;2340;2480;1070;1100;01:00;01:00;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo,17,0
O227;SEZ. SAT VAL GENOVA;;E;PIAN DEL CUC - Val Genova;MANDRA CERCEN ALTA (b.220);1550;2267;0;2267;3100;3220;02:20;01:39;PRESANELLA / Presena - Presanella - Scarpacò;Strembo,11,0
O228;SEZ. SAT PINZOLO - ALTA RENDENA;;EE;CARISOLO - bivio strada per Campolo;CHIESETTA DI SAN MARTINO;845;1227;845;1227;1100;1170;01:00;00:40;PRESANELLA / Presena - Presanella - Scarpacò;Carisolo,11,0
O229;SEZ. SAT PINZOLO - ALTA RENDENA;;EE;CAMPOLO - strada da Carisolo;PONTE SUL SARCA D'AMOLA  (b.211);1375;1950;1375;2310;6900;7080;04:00;03:20;PRESANELLA / Presena - Presanella - Scarpacò;Carisolo, Giustino,14,0
O230;SEZ. SAT VAL GENOVA;;E;SANTO STEFANO DI CARISOLO;RIFUGIO DI SAN GIULIANO (b.221);801;1960;0;1978;7900;8040;04:00;03:00;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Caderzone,14,0
O231;SEZ. SAT VAL GENOVA;;E;MORTASO;SELLA DELLE PALETE (b.244);680;1950;0;1950;4800;4990;04:00;02:45;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Spiazzo,18,0
O232;SEZ. SAT PINZOLO - ALTA RENDENA;;EE;"STAZIONE SUPERIORE FUNIVIA ""PANCUGOLO""";LAGO SERODOLI - Baito (b.217);2064;2370;2063;2370;4100;4160;02:00;01:40;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo,18,0
O233;"SEZ. SAT VERMIGLIO, RIF. STAVEL ""FRANCESCO DENZA""";;EE;VELON - bivio strada;QUOTA 2000 (b.206);1366;2000;1366;2000;5100;5150;02:20;01:45;PRESANELLA / Presena - Presanella - Scarpacò;Vermiglio,17,0
O234;"RIF. STAVEL ""FRANCESCO DENZA""";;EE;pr. ex FORTE POZZI ALTI (b.233);"RIFUGIO STAVEL ""FRANCESCO DENZA"" (b.206)";1859;2300;1859;2604;6200;6350;03:20;03:00;PRESANELLA / Presena - Presanella - Scarpacò;Vermiglio,18,0
O235;SEZ. SAT TIONE;;E;pr. LAGHI DI VALBONA (b.225);pr. MALGA CENGLEDINO (b.225-225A);2220;1681;1681;2220;4440;4520;01:15;02:10;ADAMELLO / Monte Corona - Cop di Breguzzo;Tione di Trento,19,0
O235A;SEZ. SAT TIONE;;E;PIAN DE SAN MARTIN (b.225);MONTE CAMPO ANTICO (b.235);1870;2137;1870;2137;1400;1430;00:40;00:20;ADAMELLO / Monte Corona - Cop di Breguzzo;Tione di Trento,14,0
O235B;SEZ. SAT TIONE;;E;ROCOL DE CIRIO (b.225B);MALGA LODRANEGA;1630;1656;1630;1656;1640;1660;00:30;00:30;ADAMELLO / Monte Corona - Cop di Breguzzo;Tione di Trento, Breguzzo,13,0
O236;"RIF. MANDRON ""CITTA' DI TRENTO""";;E;RIFUGIO MANDRON - CITTA DI TRENTO (b.209-212);INIZIO GHIACCIAIO - base Cima Venezia;2442;2900;2403;2900;5000;5050;02:00;01:30;ADAMELLO / Mandron - Lobbia - Buciaga;Spiazzo,12,0
O238;"RIF. VAL D'AMOLA ""GIOVANNI SEGANTINI""";SENTIERO DELLA CANAVACCIA;E;PONTE DELLA CANAVACCIA (b.217);pr. BOCCHETTA DELL'OM (b.216);1450;2260;1450;2260;4700;4830;02:40;02:00;PRESANELLA / Presena - Presanella - Scarpacò;Carisolo,12,0
O239;SEZ. SAT PINZOLO - ALTA RENDENA;;E;ex MALGA VALINA DI NAMBRON (b.217);LAGO VEDRETTA;1660;2612;1660;2612;5600;5740;03:30;02:30;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo, Carisolo,13,0
O240;RIF. VAL DI FUMO;SENTIERO DELLA VAL DI FUMO;EEA;DIGA LAGO DI MALGA BISSINA (b.245);PASSO VAL DI FUMO;1791;2980;1791;2980;13980;14130;05:30;04:20;ADAMELLO / Mandron - Lobbia - Buciaga;Daone,16,0
O241;SEZ. SAT O.C.;VIA FERRATA ALPINISTICA DEL MATAROT VF - EEA-PD;EEA-PD;"RIFUGIO ""ADAMELLO COLLINI"" - Bedole (b.212)";"RIF. LOBBIA ALTA ""CADUTI ADAMELLO""";1641;3020;1641;3020;6560;6790;04:30;03:20;ADAMELLO / Mandron - Lobbia - Buciaga;Spiazzo,18,0
O242;SEZ. SAT DAONE;;E;BIVIO STRADA PER LAGO DI MALGA BISSINA;PASSO DI CAMPO;1750;2296;1750;2296;3900;3950;01:50;01:20;ADAMELLO / Mandron - Lobbia - Buciaga;Daone,15,0
O243;SEZ. SAT ALTA VAL DI SOLE;;E;LAGO DI FAZZON;MALGA BASELGA;1307;2006;1307;2006;3400;3490;02:00;01:20;PRESANELLA / Giner - Nambino - Serodoli;Pellizzano,12,0
O244;SEZ. SAT CARÈ ALTO, SEZ. SAT VAL GENOVA;;E;VAL BORZAGO - ponte sul Rio Garzana;pr. MALGA GERMENEGA BASSA (b.215);1050;1570;1050;2202;11120;11350;05:00;04:40;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Strembo,19,0
O245;SEZ. SAT DAONE;;EE;DIGA LAGO DI MALGA BISSINA;pr. MALGA VAL DI FUMO (b.222-240-248);1791;1891;1791;2601;10100;10240;05:10;05:00;ADAMELLO / Mandron - Lobbia - Buciaga;Daone,11,0
O246;SEZ. SAT DAONE;;EE;LAGO DI BOAZZO - centrale idroelettrica;PASSO DEL TERMINE;1236;2334;1229;2334;8940;9040;04:00;03:00;ADAMELLO / Re di Castello-Bruffione;Daone,14,0
O247;RIF. VAL DI FUMO;;EE;CASERA DELLE LEVADE (b.240);PASSO DELLA PORTA - o Porta Buciaga;2050;2809;2050;2809;2200;2330;02:10;01:45;ADAMELLO / Mandron - Lobbia - Buciaga;Daone,17,0
O248;RIF. VAL DI FUMO, SEZ. SAT CARÈ ALTO;;EE;pr. MALGA VAL DI FUMO (b.222-240-245);VALLETTA ALTA (b.224-225);1891;2100;1891;2765;6100;6320;04:30;04:15;ADAMELLO/ Carè Alto - Lares - Monte Ospedale;Daone, Villa Rendena,18,0
O248B;RIF. VAL DI FUMO;;EE;VALLE COP DI CASA (b.248);BAITELLO DELLA POZZA - ruderi (b.223-249);2090;2117;2090;2380;3900;3970;02:30;02:30;ADAMELLO / Monte Corona - Cop di Breguzzo;Daone,18,0
O249;SEZ. SAT DAONE;;EE;VERMONGOI - in Val Daone;BAITELLO DELLA POZZA - ruderi (b.223-248B);910;2117;910;2760;17700;18030;09:40;08:20;ADAMELLO / Monte Corona - Cop di Breguzzo;Daone,12,0
O249B;SEZ. SAT DAONE;;E;LAGO DI BOAZZO;PORTE DI DANERBA (b.223-249);1230;2710;1230;2710;6600;6840;04:30;03:15;ADAMELLO / Monte Corona - Cop di Breguzzo;Daone,11,0
O250;SEZ. SAT DAONE;;E;PRACUL - ponte Manoncin;BOCCHETTA DI REMA' ( b.251);924;2282;924;2282;10300;10430;04:20;03:10;ADAMELLO / Re di Castello-Bruffione;Daone,11,0
O250B;SEZ. SAT DAONE;;E;BOCCA FRONTALE (b.250);LAGO NERO (b.251);1807;2150;1807;2150;2700;2730;01:20;01:00;ADAMELLO / Re di Castello-Bruffione;Daone,12,0
O251;SEZ. SAT PIEVE DI BONO;;E;MALGA TABLE - strada forestale;PASSO SEROSINE;1641;2426;1641;2462;15300;15490;06:30;06:00;ADAMELLO / Re di Castello-Bruffione;Bersone, Cimego, Condino, Daone,20,0
O257;SEZ. SAT PIEVE DI BONO;"SENTIERO ""DON ONORIO SPADA""";E;GOS - CONDINO;MONTE BRUFFIONE;490;2664;490;2664;14700;14950;07:30;05:45;ADAMELLO / Re di Castello-Bruffione;Condino,14,0
O257B;SEZ. SAT PIEVE DI BONO;;E;PASSO DEL LAGO (b.251);VERSANTE E MONTE BRUFFIONE (b.257);2350;2550;2350;2550;1000;1020;00:40;00:30;ADAMELLO / Re di Castello-Bruffione;Condino,14,0
O258;SEZ. SAT PIEVE DI BONO, SEZ. SAT DAONE;;E;MALGA SEROLO;CASINEI DI NOVA (b.250);1710;1953;1710;2145;14600;14760;05:00;05:00;ADAMELLO / Re di Castello-Bruffione;Brione, Storo, Condino, Daone, Pieve di Bono,20,0
O259;SEZ. SAT STORO;;E;RISTORANTE FASERNO - ex rifugio;PASSO DI BREALONE (b.258);1450;2109;1450;2150;11500;11600;04:10;03:30;ADAMELLO / Re di Castello-Bruffione;Storo,10,0
O259B;SEZ. SAT STORO;;E;MALGA VACIL (b.259);PASSO DELLE CORNELLE (b.259);1805;2018;1708;2018;4500;4540;02:00;01:50;ADAMELLO / Re di Castello-Bruffione;Storo,17,0
O260;SEZ. SAT BONDO - BREGUZZO;SENTIERO DEL LAGHISOL;EE;VAL DI BREGUZZO (b.223);BOCCHETTA DI LAGHISOL;1605;2410;1605;2410;3500;3620;02:50;02:00;ADAMELLO / Monte Corona - Cop di Breguzzo;Breguzzo,12,0
O261;SEZ. SAT BONDO - BREGUZZO;SENTIERO ATTREZZATO BOCCA DELLA CUNELLA SAA - EE;EE;VALLE DI S. VALENTINO - ponte Gorck;PIAN DI REDONT  - Val Trivena (b.223);1175;1970;1175;2529;10000;10250;06:00;05:00;ADAMELLO / Monte Corona - Cop di Breguzzo;Breguzzo, Villa Rendena,20,0
O261A;SEZ. SAT BONDO - BREGUZZO;;E;QUOTA 2200 (b.261);PASSO DI BREGUZZO (b.223);2200;2765;0;2765;2410;2480;02:00;01:30;ADAMELLO / Monte Corona - Cop di Breguzzo;Breguzzo,17,0
O262;SEZ. SAT BONDO - BREGUZZO, SEZ. SAT DAONE;;E;VAL D'ARNO' - bivio strada;VALBONA (b.249);1415;1750;0;2248;9100;9220;03:40;03:40;ADAMELLO / Monte Corona - Cop di Breguzzo;Tione di Trento, Daone,20,0
O262B;SEZ. SAT BONDO - BREGUZZO;;E;MALGA D'ARNO';MALGA MAGIASSONE (b.262);1558;1718;0;1718;1900;1920;00:40;00:30;ADAMELLO / Monte Corona - Cop di Breguzzo;Breguzzo,20,0
O263;SEZ. SAT TIONE;;E;MALGA GEREDOL (b.261);STABLO MARC (b.225A);1711;1734;0;1734;4565;4590;01:20;01:20;ADAMELLO / Monte Corona - Cop di Breguzzo;Tione di Trento, Villa Rendena,10,0
O265;SEZ. SAT DIMARO;;E;CASINA MONTI ALTI - Folgarida;MALGA ZELEDRIA;1463;1767;1463;2082;10400;10470;03:30;03:10;PRESANELLA / Giner - Nambino - Serodoli;Dimaro, Pinzolo,10,0
O266;SEZ. SAT PINZOLO - ALTA RENDENA;;EEA;LAGO NAMBIN (b.217);QUOTA 2210 (b.226);1768;2210;1768;2210;2200;2260;01:15;00:50;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo,12,0
O267;SEZ. SAT O.C.;"VIA FERRATA ""UMBERTO BOZZETTO"" VF - EEA-F";EEA-F;STAZ. SUPERIORE FUNIVIA PRADALAGO (b.226);BOCCHETTA DEI TRE LAGHI (b.226B-267A);2130;2378;2130;2427;1650;1720;01:50;01:40;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo,13,0
O267A;SEZ. SAT DIMARO;;E;VERSANTE S DEL MONTE VIGO (b.201);BOCCHETTA DEI TRE LAGHI (b.226B-267);1950;2378;1950;2378;3270;3370;02:10;01:40;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo,10,0
O267B;SEZ. SAT DIMARO;;E;VERSANTE N BOCCHETTA TRE LAGHI (b.267A);BOCCHETTA DEL LAGO SCURO (b.267);2260;2380;2260;2380;410;430;00:15;00:10;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo,11,0
O268;SEZ. SAT VERMIGLIO;;E;SS 42 DEL TONALE - km 150;ex FORTE POZZI ALTI (b.234);1800;1879;1537;1879;5200;5260;01:50;01:45;PRESANELLA / Presena - Presanella - Scarpacò;Vermiglio,12,0
O269;SEZ. SAT PINZOLO - ALTA RENDENA;;E;QUOTA 1820 (b.217);LAGO LAMBIN (b.232);1820;2329;1820;2329;1900;1970;01:30;01:00;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo,19,0
O277;SEZ. SAT PINZOLO - ALTA RENDENA;;E;MADONNA DI CAMPIGLIO - piazza Righi;LAGO RITORT (b.232-278);1525;2063;1525;2063;4650;4710;01:50;01:30;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo,16,0
O278;SEZ. SAT PINZOLO - ALTA RENDENA;;E;CLAEMP;LAGO RITORT (b.232-277);1540;2063;1540;2295;5500;5610;02:45;02:30;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo,13,0
O278B;SEZ. SAT PINZOLO - ALTA RENDENA;;T;MALGA VALCHESTRIA (b.278);PIAN DEI MUGHI (b.277);1888;1975;1888;1975;1700;1720;00:40;00:30;PRESANELLA / Giner - Nambino - Serodoli;Pinzolo,19,0
O281;SEZ. SAT VERMIGLIO;SENTIERO DELLA PACE;E;PASSO DEL TONALE;PASSO PARADISO - o Monticello (b.209);1882;2585;1860;2585;7500;7570;03:20;02:30;ADAMELLO / Mandron - Lobbia - Buciaga;Vermiglio,11,0
O300;SEZ. SAT SAN LORENZO IN BANALE, SEZ. SAT STENICO, SEZ. SAT TIONE, SEZ. SAT CARÈ ALTO, SEZ. SAT VAL GENOVA, SEZ. SAT PINZOLO - ALTA RENDENA;VIA SAN VILI - S.V.;E;DEGGIA - presso la fontana (b.613);MADONNA DI CAMPIGLIO;619;1522;0;1522;67300;67690;022:00;019:00;DOLOMITI DI BRENTA sud, DOLOMITI DI BRENTA centrale;S. Lorenzo in Banale, Stenico, Bleggio Inferiore, Ragoli, Tione di Trento, Giustino,17,0
O301;"SEZ. SAT ANDALO, SEZ. SAT SPORMAGGIORE, RIF. GROSTÈ ""GIORGIO GRAFFER""";;EE;PEGORAR - frazione di Andalo;"RIF. GROSTE ""GIORGIO GRAFFER"" (b.331-336-382)";1053;2263;1053;2442;13900;14110;05:40;05:00;DOLOMITI DI BRENTA est;Andalo, Cavedago, Spormaggiore, Tuenno,19,0
O302;SEZ. SAT SPORMAGGIORE;;EE;LE SEGHE - Val Sporeggio;QUOTA 1690 (b.301);571;1690;571;1690;6700;6810;03:30;02:40;DOLOMITI DI BRENTA est;Spormaggiore,18,0
O303;"RIF. TOSA ""TOMMASO PEDROTTI"", RIF. ""F.F. TUCKETT"" E ""QUINTINO SELLA""";"VIA FERRATA ""OSVALDO ORSI"" VF - EEA-PD";EEA-PD;RIFUGIO TOSA (b.319);"RIFUGI ""TUCKETT e Q. SELLA"" (b.316-317-328)";2439;2273;2273;2648;7300;7420;03:20;03:30;DOLOMITI DI BRENTA centrale;Molveno,13,0
O304;"RIF. XII APOSTOLI ""F.LLI GARBARI"", RIF. VAL D'AMBIEZ ""SILVIO AGOSTINI""";VIA FERRATA ALPINISTICA DELL'IDEALE VF - EEA-D;EEA-D;"RIF. XII APOSTOLI ""GARBARI"" (b.307-321-341)";VEDRETTA D'AMBIEZ (b.358);2487;2750;2487;2871;2900;2960;01:45;01:30;DOLOMITI DI BRENTA sud;S. Lorenzo in Banale, Stenico,13,0
O305;SEZ. SAT O.C.;VIA FERRATA DELLE BOCCHETTE VF - EEA-D;EEA-D;BOCCA DI BRENTA (b.318);PASSO GROSTE' (b.301-306-316-390);2552;2442;2442;3020;11600;11800;011:00;011:00;DOLOMITI DI BRENTA centrale;Ragoli, Molveno,13,0
O305B;SEZ. SAT O.C.;VIA FERRATA SOSAT VF - EEA-D;EEA-D;VALLONE DEI BRENTEI (b.323);VALLONE DEL TUCKETT (b.303-315);2390;2320;2320;2550;3900;3930;01:50;02:00;DOLOMITI DI BRENTA centrale;Ragoli,14,0
O306;SEZ. SAT RALLO;VIA FERRATA DELLE PALETE VF - EEA-D;EEA-D;PASSO DELLA NANA (b.335-336);PASSO GROSTE' (b.301-305-316-390);2195;2442;2054;2442;12000;12120;06:00;05:50;DOLOMITI DI BRENTA nord;Cles, Tuenno,18,0
O307;"SEZ. SAT PINZOLO - ALTA RENDENA, RIF. XII APOSTOLI ""F.LLI GARBARI""";SENTIERO ATTREZZATO DELLA SCALA SANTA SAA - EE;E;VADAIONE - frazione di Giustino;"RIF. XII APOSTOLI ""GARBARI"" (b.304-321-341)";770;2486;770;2486;11000;11210;05:30;04:15;DOLOMITI DI BRENTA sud;Giustino,19,0
O307B;SEZ. SAT PINZOLO - ALTA RENDENA;"SENTIERO ""FRATELLI CARLO E ALDO TARTAROTTI""";E;PRA' RODONT;MALGA BANDALORS  (b.307);1514;1630;1514;1630;2500;2510;01:10;01:00;DOLOMITI DI BRENTA sud;Pinzolo, Giustino,10,0
O308;SEZ. SAT MALÈ;;E;BAITA REGAZZINI (b.374);ex MALGA CAVALLI - ruderi (b.335);764;2058;764;2058;10500;10650;04:20;03:20;DOLOMITI DI BRENTA nord;Malè, Cles, Monclassico,19,0
O308B;SEZ. SAT MALÈ;;E;PRA' DE LA SELVA (b.308);CUNE (b.308);1474;1700;1474;1700;2100;2130;01:00;00:50;DOLOMITI DI BRENTA nord;Malè,16,0
O309;SEZ. SAT TUENNO;;E;LAGO DI TOVEL;MALGA TUENA (b.310-311);1178;1740;1178;1740;2700;2780;01:30;01:00;DOLOMITI DI BRENTA nord;Tuenno,19,0
O310;SEZ. SAT TUENNO;;E;MALGA TUENA (b.309-311);PASSO DI PRA' CASTRON (b.329-336);1740;2502;1740;2502;3500;3630;02:30;01:45;DOLOMITI DI BRENTA nord;Tuenno,10,0
O311;SEZ. SAT TUENNO;SENTIERO DELLA VAL FORMIGA;E;MALGA TUENA (b.309-310);PIAN DELLA NANA (b.336);1740;2090;1740;2090;5000;5040;02:10;01:50;DOLOMITI DI BRENTA nord;Tuenno,13,0
O312;SEZ. SAT TUENNO;SENTIERO DELLA DENA;E;pr. POZZOL DI TUENNO (b.314);LIVEZZA GRANDE (b.306-380);1420;2180;1420;2180;2700;2820;02:00;01:30;DOLOMITI DI BRENTA nord;Tuenno,15,0
O313;SEZ. SAT CLES;;E;CLES - località Bersaglio;RIFUGIO PELLER (b.337-374);830;1990;830;1990;11100;11230;04:20;03:20;DOLOMITI DI BRENTA nord;Cles, Tassullo, Tuenno,12,0
O313A;SEZ. SAT CLES;SENTER DEI GROPI;E;CALTRON - frazione di Cles;LE BONELE - strada Cles - Rifugio Peller;723;1440;723;1440;6050;6140;02:15;01:40;DOLOMITI DI BRENTA nord;Cles,16,0
O313B;SEZ. SAT CLES;SENTER DE LA BEPINA;E;CROSETTA (b.313);FONTANA MAORA (b.313);1000;1693;1000;1693;6300;6350;02:15;01:40;DOLOMITI DI BRENTA nord;Cles,13,0
O314;SEZ. SAT TUENNO, SEZ. SAT MOLVENO;;E;LAGO DI TOVEL - Centro Visitatori;pr. BUSA DELL'ACQUA (b.322);1190;1955;1190;2453;13000;13210;06:00;05:10;DOLOMITI DI BRENTA est;Tuenno, Molveno,19,0
O315;"RIF. ""F.F. TUCKETT"" E ""QUINTINO SELLA""";"VIA FERRATA ""BRUNO DALLAGIACOMA"" VF - EEA-F";EEA;VALLONE DI TUCKETT (b.303-305B);VERSANTE NO DI CIMA SELLA (b.305);2320;2750;0;2750;1600;1660;01:30;01:10;DOLOMITI DI BRENTA centrale;Ragoli,16,0
O316;"RIF. ""F.F. TUCKETT"" E ""QUINTINO SELLA""";;E;"RIFUGI ""TUCKETT e Q. SELLA"" (b.303-317-328)";PASSO GROSTE' (b.301-305-306-390);2273;2442;2170;2442;4700;4740;01:30;01:20;DOLOMITI DI BRENTA centrale;Ragoli,19,0
O317;"RIF. ""F.F. TUCKETT"" E ""QUINTINO SELLA""";;E;RISTORANTE VALLESINELLA (b.382);"RIFUGI ""TUCKETT e Q. SELLA"" (b.303-316-328)";1513;2273;1513;2273;4200;4280;02:15;01:45;DOLOMITI DI BRENTA centrale;Ragoli,19,0
